"","AGEGROUP","COUNTRY","value"
"741","AGE80-84","SVK",0.892972
"742","AGE35-39","AGO",0.991342
"743","AGE70-74","AZE",0.946074
"744","AGELT1","USA",0.989502
"745","AGE65-69","GAB",0.974998
"746","AGE5-9","FRA",0.999857
"747","AGE5-9","MWI",0.997505
"748","AGE35-39","ZAF",0.987561
"749","AGE70-74","BEL",0.954405
"750","AGE80-84","GTM",0.894432
"751","AGE30-34","ARE",0.999132
"752","AGE1-4","ECU",0.997
"753","AGE1-4","THA",0.998021
"754","AGE80-84","LKA",0.894832
"755","AGE85-89","NAM",0.802056
"756","AGE45-49","TON",0.996161
"757","AGE80-84","YEM",0.85773
"758","AGE35-39","SWZ",0.977049
"759","AGE40-44","CMR",0.99227
"760","AGE1-4","IND",0.994438
"761","AGE85-89","CRI",0.899754
"762","AGE50-54","TJK",0.988569
"763","AGE10-14","IRQ",0.999628
"764","AGE90-94","TKM",0.754
"765","AGE90-94","DNK",0.764902
"766","AGE90-94","PRT",0.837833
"767","AGE30-34","DZA",0.998448
"768","AGE10-14","UKR",0.999706
"769","AGE1-4","VUT",0.999172
"770","AGE55-59","RUS",0.991382
"771","AGE30-34","SYC",0.998957
"772","AGE20-24","CPV",0.99891
"773","AGE65-69","SMR",0.989916
"774","AGE70-74","PAK",0.953189
"775","AGE55-59","PHL",0.99105
"776","AGE50-54","DOM",0.992825
"777","AGE30-34","KHM",0.990739
"778","AGE20-24","BLZ",0.999304
"779","AGE80-84","BWA",0.862778
"780","AGE95-99","KWT",0.671504
"781","AGE70-74","KNA",0.940786
"782","AGE40-44","MMR",0.995932
"783","AGE20-24","QAT",0.999476
"784","AGE5-9","MRT",0.997
"785","AGE70-74","NAM",0.958468
"786","AGE75-79","GEO",0.939886
"787","AGE20-24","LCA",0.999368
"788","AGE75-79","ALB",0.882
"789","AGE85-89","PAK",0.795185
"790","AGE45-49","ETH",0.992979
"791","AGE65-69","SLV",0.98235
"792","AGE80-84","TTO",0.906897
"793","AGE40-44","NGA",0.989543
"794","AGE60-64","MAR",0.98618
"795","AGE80-84","ARE",0.886556
"796","AGE55-59","HUN",0.981238
"797","AGE55-59","MLT",0.997207
"798","AGE1-4","ARM",0.997946
"799","AGE5-9","NOR",0.999912
"800","AGE15-19","QAT",0.998872
"801","AGE30-34","ESP",0.999411
"802","AGE65-69","GRD",0.962364
"803","AGE85-89","KWT",0.77995
"804","AGE50-54","COK",0.994
"805","AGELT1","ROU",0.964392
"806","AGE35-39","LAO",0.993
"807","AGE45-49","ESP",0.998719
"808","AGE85-89","ESP",0.912469
"809","AGE55-59","BRB",0.995812
"810","AGE45-49","KIR",0.993589
"811","AGE20-24","SRB",0.999027
"812","AGE10-14","GBR",0.999835
"813","AGE45-49","PHL",0.991264
"814","AGE75-79","ATG",0.956542
"815","AGE50-54","SWE",0.99682
"816","AGE50-54","BEN",0.990826
"817","AGE1-4","PHL",0.997264
"818","AGE60-64","DOM",0.986951
"819","AGE30-34","IRN",0.997
"820","AGE10-14","LKA",0.999644
"821","AGE30-34","DMA",0.999539
"822","AGE90-94","MCO",0.792107
"823","AGE40-44","BOL",0.995842
"824","AGE35-39","ESP",0.999291
"825","AGE95-99","SWE",0.651416
"826","AGE45-49","MRT",0.99477
"827","AGE1-4","COG",0.987766
"828","AGE30-34","NIU",0.998976
"829","AGE40-44","ROU",0.996138
"830","AGE30-34","URY",0.998322
"831","AGE15-19","KHM",0.995543
"832","AGE75-79","GRD",0.945172
"833","AGE60-64","PNG",0.959701
"834","AGE90-94","LAO",0.637
"835","AGE20-24","ITA",0.999722
"836","AGE45-49","MLT",0.9985
"837","AGE95-99","BGD",0.709287
"838","AGE15-19","ATG",0.99959
"839","AGE80-84","DNK",0.940982
"840","AGE60-64","TUR",0.993175
"841","AGE85-89","AND",0.867996
"842","AGE10-14","SEN",0.998
"843","AGE5-9","VEN",0.999789
"844","AGE75-79","SRB",0.936641
"845","AGE20-24","KHM",0.997037
"846","AGE70-74","CPV",0.952291
"847","AGE10-14","LCA",0.999637
"848","AGELT1","PAN",0.976197
"849","AGE50-54","SWE",0.995948
"850","AGE75-79","IND",0.895703
"851","AGE5-9","CZE",0.999931
"852","AGE55-59","LTU",0.97924
"853","AGE40-44","PAN",0.998304
"854","AGE5-9","TLS",0.995674
"855","AGE45-49","THA",0.992821
"856","AGE70-74","GIN",0.941617
"857","AGE80-84","MCO",0.901321
"858","AGE35-39","SWE",0.999585
"859","AGE90-94","JOR",0.684441
"860","AGE50-54","NZL",0.996891
"861","AGE70-74","PNG",0.932488
"862","AGE80-84","YEM",0.837
"863","AGE75-79","ZAF",0.873854
"864","AGE20-24","SLV",0.998429
"865","AGE70-74","MAR",0.946002
"866","AGE30-34","QAT",0.999634
"867","AGE35-39","MMR",0.996241
"868","AGE80-84","TUR",0.893301
"869","AGE95-99","AND",0.644464
"870","AGE95-99","NZL",0.743061
"871","AGELT1","NPL",0.964016
"872","AGE80-84","COK",0.902
"873","AGE10-14","IRN",0.999698
"874","AGE70-74","TGO",0.946614
"875","AGE85-89","MYS",0.803687
"876","AGELT1","TZA",0.897428
"877","AGE40-44","BLR",0.99807
"878","AGE40-44","BHR",0.998855
"879","AGE75-79","COL",0.963184
"880","AGE55-59","LSO",0.980528
"881","AGE90-94","COM",0.649686
"882","AGE75-79","BEN",0.894903
"883","AGE45-49","GAB",0.991924
"884","AGE70-74","ARG",0.95846
"885","AGE70-74","GTM",0.966632
"886","AGE50-54","SYR",0.994427
"887","AGE75-79","SWZ",0.901192
"888","AGE40-44","ARG",0.998358
"889","AGE65-69","SUR",0.980562
"890","AGE45-49","SYR",0.995355
"891","AGE5-9","KEN",0.997073
"892","AGE90-94","BLR",0.70484
"893","AGE80-84","SYR",0.861826
"894","AGE10-14","CRI",0.999801
"895","AGE85-89","TUN",0.843
"896","AGE1-4","AUS",0.999774
"897","AGE95-99","SOM",0.573358
"898","AGE90-94","LKA",0.739958
"899","AGE5-9","ZMB",0.993
"900","AGE5-9","AUT",0.999901
"901","AGE75-79","FSM",0.917488
"902","AGE15-19","VNM",0.998884
"903","AGE15-19","TGO",0.996544
"904","AGE95-99","ZWE",0.50921
"905","AGE85-89","HND",0.847444
"906","AGE5-9","COM",0.997558
"907","AGE35-39","UKR",0.992656
"908","AGE40-44","JOR",0.997817
"909","AGE90-94","HRV",0.742948
"910","AGE70-74","UZB",0.947842
"911","AGE70-74","POL",0.956768
"912","AGE5-9","BRB",0.99982
"913","AGE10-14","FIN",0.999915
"914","AGE50-54","TGO",0.987009
"915","AGE65-69","KEN",0.967756
"916","AGE90-94","TUV",0.714023
"917","AGE90-94","TLS",0.6477
"918","AGE90-94","JPN",0.882957
"919","AGE15-19","NIC",0.998565
"920","AGE70-74","MRT",0.93848
"921","AGE45-49","MHL",0.993433
"922","AGE35-39","CHE",0.999306
"923","AGE35-39","CPV",0.999102
"924","AGE15-19","MEX",0.998777
"925","AGE70-74","MUS",0.925789
"926","AGELT1","TLS",0.919063
"927","AGE80-84","PRT",0.910443
"928","AGELT1","LSO",0.907572
"929","AGE90-94","UKR",0.718831
"930","AGE30-34","VUT",0.996783
"931","AGE5-9","LSO",0.997263
"932","AGE85-89","SUR",0.932312
"933","AGE35-39","EST",0.997054
"934","AGE30-34","HRV",0.998116
"935","AGE60-64","PAK",0.98156
"936","AGE55-59","COG",0.983002
"937","AGE80-84","GAB",0.848955
"938","AGE55-59","TLS",0.979994
"939","AGE95-99","JOR",0.611424
"940","AGE50-54","LVA",0.994
"941","AGE20-24","BOL",0.996699
"942","AGE1-4","BRB",0.999587
"943","AGE5-9","MLT",0.999895
"944","AGE5-9","DMA",0.999667
"945","AGE80-84","MNG",0.802233
"946","AGE15-19","SYR",0.999404
"947","AGE5-9","GIN",0.994844
"948","AGE90-94","AUS",0.847056
"949","AGE65-69","FIN",0.991525
"950","AGE90-94","SLV",0.843546
"951","AGE15-19","SUR",0.999175
"952","AGE60-64","KGZ",0.969419
"953","AGE50-54","URY",0.995
"954","AGE30-34","LKA",0.9993
"955","AGE30-34","OMN",0.99713
"956","AGE85-89","ZWE",0.805115
"957","AGE40-44","CRI",0.998368
"958","AGE15-19","SLE",0.994144
"959","AGE65-69","GUY",0.966814
"960","AGE80-84","IRQ",0.880781
"961","AGE85-89","MRT",0.744847
"962","AGE75-79","BFA",0.875934
"963","AGELT1","TON",0.983
"964","AGE40-44","UZB",0.997
"965","AGE55-59","TUN",0.993
"966","AGE55-59","MDA",0.973962
"967","AGE45-49","OMN",0.996856
"968","AGE10-14","LBR",0.998408
"969","AGE5-9","BRN",0.999753
"970","AGE10-14","BWA",0.998669
"971","AGE35-39","VNM",0.999063
"972","AGE40-44","DMA",0.993461
"973","AGE45-49","CHE",0.998824
"974","AGE5-9","MDV",0.998531
"975","AGE60-64","KAZ",0.977932
"976","AGE65-69","SVN",0.991051
"977","AGE55-59","CUB",0.994117
"978","AGE1-4","AZE",0.997
"979","AGE60-64","AZE",0.970267
"980","AGELT1","JPN",0.997695
"981","AGE45-49","BFA",0.990865
"982","AGE15-19","GHA",0.996741
"983","AGE95-99","KEN",0.516231
"984","AGE5-9","ARE",0.999752
"985","AGE30-34","GUY",0.995073
"986","AGE1-4","MNG",0.995742
"987","AGE35-39","AUS",0.998832
"988","AGE65-69","UKR",0.979632
"989","AGE15-19","NIC",0.998827
"990","AGE60-64","GHA",0.978504
"991","AGELT1","AZE",0.943
"992","AGE15-19","KHM",0.998686
"993","AGE40-44","NRU",0.998
"994","AGELT1","TTO",0.97312
"995","AGE55-59","HUN",0.99
"996","AGE40-44","TTO",0.997387
"997","AGE85-89","FSM",0.793176
"998","AGE80-84","JPN",0.937906
"999","AGE85-89","AUT",0.8112
"1000","AGE55-59","SVK",0.994964
"1001","AGE55-59","BWA",0.969709
"1002","AGE90-94","SVK",0.782063
"1003","AGE70-74","LBR",0.935875
"1004","AGE10-14","AZE",0.999765
"1005","AGE70-74","IRQ",0.938936
"1006","AGE60-64","MHL",0.987959
"1007","AGE50-54","MDV",0.987458
"1008","AGE60-64","PLW",0.98312
"1009","AGE90-94","MEX",0.818939
"1010","AGE70-74","COM",0.945153
"1011","AGE55-59","MNG",0.98361
"1012","AGE45-49","CUB",0.996716
"1013","AGE10-14","GUY",0.999346
"1014","AGE30-34","JOR",0.99831
"1015","AGE1-4","MDV",0.999701
"1016","AGE1-4","LBR",0.98354
"1017","AGE30-34","IRN",0.997
"1018","AGE40-44","FIN",0.99787
"1019","AGE35-39","BRA",0.99672
"1020","AGE55-59","EST",0.994893
"1021","AGELT1","CYP",0.997339
"1022","AGE70-74","CHE",0.980099
"1023","AGE1-4","CUB",0.999658
"1024","AGE5-9","PRT",0.999798
"1025","AGE35-39","ZWE",0.988469
"1026","AGE65-69","GAB",0.972123
"1027","AGE50-54","HUN",0.987727
"1028","AGE75-79","TLS",0.908584
"1029","AGE95-99","CIV",0.527132
"1030","AGE10-14","CHL",0.999806
"1031","AGE20-24","COL",0.997252
"1032","AGE50-54","PRK",0.996281
"1033","AGE60-64","IRL",0.990931
"1034","AGELT1","MLT",0.993789
"1035","AGE5-9","KNA",0.999
"1036","AGE70-74","SSD",0.926656
"1037","AGE5-9","ATG",0.999907
"1038","AGE40-44","MOZ",0.982412
"1039","AGE60-64","LUX",0.993819
"1040","AGE15-19","COM",0.997673
"1041","AGE70-74","IRQ",0.94464
"1042","AGE30-34","ALB",0.997915
"1043","AGE85-89","POL",0.887092
"1044","AGE85-89","SUR",0.902125
"1045","AGE90-94","NER",0.567399
"1046","AGE1-4","RUS",0.998817
"1047","AGE35-39","HND",0.997621
"1048","AGE55-59","FJI",0.979202
"1049","AGE90-94","BHR",0.738141
"1050","AGE5-9","GAB",0.997045
"1051","AGELT1","LTU",0.98798
"1052","AGE1-4","IRN",0.998427
"1053","AGE10-14","KNA",1
"1054","AGE1-4","DOM",0.996255
"1055","AGE45-49","ARM",0.99006
"1056","AGE90-94","GRC",0.822513
"1057","AGE1-4","CYP",0.999812
"1058","AGE90-94","SVN",0.799889
"1059","AGE75-79","NOR",0.967205
"1060","AGE65-69","MNG",0.974266
"1061","AGE65-69","TLS",0.962585
"1062","AGE40-44","URY",0.997314
"1063","AGE10-14","SMR",0.999808
"1064","AGELT1","SEN",0.919283
"1065","AGE70-74","TUN",0.965101
"1066","AGE5-9","LUX",0.999952
"1067","AGE40-44","LBN",0.999144
"1068","AGE35-39","BGD",0.998275
"1069","AGE15-19","TON",0.999
"1070","AGE65-69","CYP",0.982094
"1071","AGE90-94","MMR",0.69165
"1072","AGELT1","FJI",0.981633
"1073","AGE15-19","LVA",0.999346
"1074","AGE60-64","RUS",0.984036
"1075","AGE90-94","BIH",0.775999
"1076","AGE1-4","PER",0.993704
"1077","AGE5-9","MUS",0.999827
"1078","AGE30-34","ZMB",0.991059
"1079","AGE70-74","GHA",0.94804
"1080","AGE1-4","TGO",0.991055
"1081","AGE40-44","CIV",0.98501
"1082","AGELT1","JAM",0.977876
"1083","AGE40-44","LBY",0.997051
"1084","AGE75-79","CZE",0.897637
"1085","AGE60-64","KNA",0.986
"1086","AGE95-99","MLI",0.456719
"1087","AGE30-34","MDV",0.999
"1088","AGE1-4","PRY",0.998422
"1089","AGE5-9","ISL",1
"1090","AGE65-69","COG",0.971665
"1091","AGELT1","EGY",0.964501
"1092","AGE60-64","ARG",0.979647
"1093","AGE50-54","DMA",0.99135
"1094","AGE10-14","BFA",0.997449
"1095","AGE15-19","MNG",0.999601
"1096","AGE40-44","GNB",0.990534
"1097","AGE90-94","GUY",0.522347
"1098","AGE75-79","WSM",0.91534
"1099","AGE55-59","VCT",0.989961
"1100","AGE15-19","MDG",0.995863
"1101","AGE60-64","GAB",0.981502
"1102","AGE95-99","URY",0.780777
"1103","AGE55-59","CYP",0.997167
"1104","AGE1-4","VNM",0.998
"1105","AGE5-9","TLS",0.999174
"1106","AGE15-19","TUN",0.999091
"1107","AGE5-9","MNE",0.999862
"1108","AGE75-79","MDV",0.898237
"1109","AGE40-44","SAU",0.998663
"1110","AGE5-9","VNM",0.998133
"1111","AGE90-94","UZB",0.8169
"1112","AGE40-44","SDN",0.992549
"1113","AGE30-34","MMR",0.995793
"1114","AGE45-49","RWA",0.98639
"1115","AGE85-89","ISR",0.890306
"1116","AGE65-69","VCT",0.984171
"1117","AGE45-49","PAN",0.997751
"1118","AGE15-19","NOR",0.99969
"1119","AGE15-19","CPV",0.998203
"1120","AGE90-94","URY",0.799
"1121","AGE95-99","QAT",0.769817
"1122","AGELT1","MNE",0.983537
"1123","AGE20-24","MHL",0.999
"1124","AGE45-49","NGA",0.98943
"1125","AGE1-4","ETH",0.983845
"1126","AGE90-94","MKD",0.720694
"1127","AGE60-64","MRT",0.974653
"1128","AGE20-24","NIU",0.998657
"1129","AGE55-59","PRY",0.99319
"1130","AGE10-14","GIN",0.997113
"1131","AGE10-14","COG",0.9975
"1132","AGE80-84","MMR",0.860246
"1133","AGE5-9","CAN",0.999881
"1134","AGE60-64","COD",0.976238
"1135","AGE70-74","MHL",0.94773
"1136","AGE60-64","VCT",0.984532
"1137","AGE20-24","BGR",0.999651
"1138","AGE50-54","CAN",0.996604
"1139","AGE95-99","SDN",0.617498
"1140","AGE60-64","VUT",0.975862
"1141","AGE90-94","ARE",0.786017
"1142","AGE70-74","MYS",0.963581
"1143","AGE30-34","NGA",0.992494
"1144","AGE80-84","SLV",0.88756
"1145","AGE10-14","FSM",0.999429
"1146","AGE35-39","POL",0.999076
"1147","AGE35-39","NIU",0.998891
"1148","AGE85-89","VNM",0.904
"1149","AGE15-19","FRA",0.999573
"1150","AGE55-59","THA",0.990907
"1151","AGE65-69","MLT",0.975665
"1152","AGE40-44","BTN",0.99474
"1153","AGE20-24","TZA",0.993363
"1154","AGE40-44","SWZ",0.974221
"1155","AGE85-89","BEL",0.881157
"1156","AGE1-4","EST",0.999189
"1157","AGE60-64","MHL",0.971983
"1158","AGE85-89","MOZ",0.786281
"1159","AGE1-4","SSD",0.989711
"1160","AGE10-14","IND",0.999148
"1161","AGE50-54","IRQ",0.992
"1162","AGE20-24","SSD",0.995031
"1163","AGE60-64","BEN",0.969521
"1164","AGE90-94","TON",0.710754
"1165","AGE65-69","NOR",0.985532
"1166","AGELT1","EST",0.996931
"1167","AGE90-94","DMA",0.806042
"1168","AGE75-79","QAT",0.952964
"1169","AGE80-84","GIN",0.831806
"1170","AGE85-89","NIC",0.911381
"1171","AGE30-34","CHN",0.998187
"1172","AGE5-9","LKA",0.999293
"1173","AGE35-39","BOL",0.996726
"1174","AGE95-99","HND",0.73056
"1175","AGE20-24","URY",1
"1176","AGE90-94","TTO",0.796949
"1177","AGE65-69","COL",0.982227
"1178","AGE75-79","SSD",0.892
"1179","AGE35-39","UZB",0.998
"1180","AGE95-99","KHM",0.857136
"1181","AGE75-79","NOR",0.974241
"1182","AGE30-34","BHR",0.999051
"1183","AGE1-4","IRL",0.999848
"1184","AGE1-4","MRT",0.990394
"1185","AGE60-64","KNA",0.988956
"1186","AGE5-9","TZA",0.996901
"1187","AGE30-34","BLR",0.998816
"1188","AGE85-89","TON",0.83837
"1189","AGE30-34","BEL",0.998714
"1190","AGE65-69","KHM",0.984
"1191","AGE1-4","AGO",0.973166
"1192","AGE70-74","FRA",0.989188
"1193","AGE30-34","SGP",0.999259
"1194","AGE15-19","UKR",0.999605
"1195","AGE85-89","CAF",0.725202
"1196","AGE1-4","MAR",0.998829
"1197","AGE30-34","MCO",0.999737
"1198","AGE65-69","SRB",0.965395
"1199","AGE55-59","ARM",0.989697
"1200","AGE85-89","NGA",0.754099
"1201","AGE60-64","FRA",0.99444
"1202","AGE50-54","IRL",0.9942
"1203","AGE50-54","MHL",0.991
"1204","AGELT1","CAN",0.992346
"1205","AGE50-54","COD",0.986377
"1206","AGE45-49","SOM",0.98851
"1207","AGE5-9","WSM",0.999666
"1208","AGE95-99","ROU",0.656856
"1209","AGE35-39","LCA",0.996849
"1210","AGE80-84","NIC",0.93551
"1211","AGE65-69","PHL",0.976809
"1212","AGE30-34","ARM",0.999288
"1213","AGELT1","MNG",0.904187
"1214","AGE50-54","TUR",0.995894
"1215","AGE20-24","ZMB",0.994013
"1216","AGE1-4","AFG",0.992585
"1217","AGE15-19","KWT",0.999242
"1218","AGE70-74","MDV",0.963637
"1219","AGE60-64","COM",0.976463
"1220","AGE35-39","CHE",0.99931
"1221","AGE80-84","GRC",0.917249
"1222","AGE75-79","IRN",0.90946
"1223","AGELT1","COM",0.945458
"1224","AGE90-94","BWA",0.767366
"1225","AGE1-4","EST",0.999799
"1226","AGE85-89","COL",0.924158
"1227","AGE15-19","CYP",0.999757
"1228","AGE5-9","KHM",0.997698
"1229","AGE5-9","YEM",0.998465
"1230","AGE40-44","KHM",0.994072
"1231","AGE15-19","CAF",0.995336
"1232","AGE45-49","TTO",0.996148
"1233","AGE70-74","ARE",0.946481
"1234","AGE35-39","ARG",0.998122
"1235","AGE40-44","LTU",0.99799
"1236","AGE55-59","NIU",0.991
"1237","AGE20-24","IRL",0.999072
"1238","AGE10-14","SVK",0.999876
"1239","AGE45-49","MUS",0.996555
"1240","AGE45-49","GUY",0.986248
"1241","AGE10-14","LTU",0.99988
"1242","AGE35-39","GTM",0.994251
"1243","AGE75-79","BRN",0.941705
"1244","AGE30-34","MNG",0.997124
"1245","AGE60-64","MKD",0.978615
"1246","AGE55-59","HRV",0.993621
"1247","AGELT1","CZE",0.985304
"1248","AGE80-84","BRA",0.912661
"1249","AGE40-44","BLZ",0.998
"1250","AGE30-34","CZE",0.998384
"1251","AGE45-49","POL",0.997
"1252","AGE30-34","ECU",0.997
"1253","AGE75-79","TKM",0.913
"1254","AGE15-19","GAB",0.997787
"1255","AGE65-69","BWA",0.971125
"1256","AGE95-99","ITA",0.684038
"1257","AGE5-9","ALB",0.999
"1258","AGE20-24","COG",0.995688
"1259","AGE95-99","DMA",0.741138
"1260","AGE5-9","BEL",0.999914
"1261","AGE10-14","MMR",0.99916
"1262","AGE80-84","MKD",0.890483
"1263","AGE35-39","HRV",0.997959
"1264","AGE10-14","RUS",1
"1265","AGE5-9","YEM",0.998
"1266","AGE65-69","JOR",0.980726
"1267","AGE55-59","ARM",0.981181
"1268","AGE30-34","LCA",0.998896
"1269","AGE85-89","MDA",0.80445
"1270","AGE35-39","HUN",0.999256
"1271","AGE10-14","TTO",0.999734
"1272","AGE70-74","EST",0.954368
"1273","AGE15-19","AGO",0.993
"1274","AGE55-59","COM",0.98068
"1275","AGE80-84","MHL",0.859966
"1276","AGE55-59","RWA",0.989614
"1277","AGE45-49","ZMB",0.968342
"1278","AGE90-94","GTM",0.815231
"1279","AGELT1","MWI",0.832774
"1280","AGE35-39","ARE",0.999194
"1281","AGE5-9","SWE",0.999902
"1282","AGE60-64","GTM",0.989817
"1283","AGE50-54","KAZ",0.983277
"1284","AGE75-79","VEN",0.959318
"1285","AGE30-34","BRB",0.996958
"1286","AGE80-84","CYP",0.893005
"1287","AGE85-89","TLS",0.732138
"1288","AGE45-49","CYP",0.998235
"1289","AGE80-84","RUS",0.857
"1290","AGE10-14","ARG",0.999757
"1291","AGE75-79","ARE",0.938264
"1292","AGE35-39","SVK",0.998207
"1293","AGE65-69","LKA",0.985162
"1294","AGE20-24","KAZ",0.998791
"1295","AGE75-79","CHL",0.939
"1296","AGE55-59","TCD",0.975461
"1297","AGE5-9","MDA",0.999769
"1298","AGE75-79","LTU",0.92
"1299","AGE70-74","AUS",0.978209
"1300","AGE90-94","SYC",0.828695
"1301","AGELT1","DMA",0.989342
"1302","AGE1-4","ARE",0.999631
"1303","AGE95-99","FIN",0.696534
"1304","AGE1-4","TUN",0.999463
"1305","AGE40-44","CHE",0.998815
"1306","AGE35-39","JPN",0.999002
"1307","AGE30-34","SVN",0.998313
"1308","AGE80-84","BFA",0.807951
"1309","AGE50-54","GHA",0.987261
"1310","AGE90-94","ZMB",0.667466
"1311","AGE60-64","MDV",0.987304
"1312","AGE55-59","UKR",0.990002
"1313","AGE70-74","FSM",0.944226
"1314","AGE20-24","UKR",0.999266
"1315","AGE20-24","ZWE",0.994683
"1316","AGE85-89","COM",0.751132
"1317","AGELT1","GUY",0.945586
"1318","AGE30-34","MEX",0.999205
"1319","AGE40-44","MRT",0.994757
"1320","AGE10-14","AFG",0.99864
"1321","AGE1-4","AUT",0.999853
"1322","AGE55-59","LAO",0.981
"1323","AGE35-39","AUT",0.999535
"1324","AGE75-79","AUT",0.96544
"1325","AGE60-64","CHE",0.988823
"1326","AGE65-69","VNM",0.971231
"1327","AGELT1","BRN",0.99294
"1328","AGE35-39","COM",0.995495
"1329","AGE30-34","DMA",0.997017
"1330","AGE85-89","VEN",0.910926
"1331","AGE10-14","OMN",0.999633
"1332","AGE80-84","SYC",0.853102
"1333","AGE35-39","TUN",0.99912
"1334","AGE70-74","CUB",0.962956
"1335","AGE5-9","TKM",0.999
"1336","AGE20-24","BWA",0.993633
"1337","AGE95-99","VNM",0.761675
"1338","AGE15-19","SVN",0.999877
"1339","AGE5-9","HND",0.998816
"1340","AGE35-39","IRQ",0.996694
"1341","AGE45-49","BRA",0.996014
"1342","AGE80-84","GUY",0.891868
"1343","AGE50-54","MRT",0.992535
"1344","AGE45-49","AZE",0.997607
"1345","AGE55-59","SYR",0.986511
"1346","AGE30-34","IRQ",0.999
"1347","AGE30-34","SEN",0.996815
"1348","AGE60-64","AFG",0.966627
"1349","AGE15-19","MDV",0.999533
"1350","AGE60-64","JPN",0.986774
"1351","AGE70-74","BLZ",0.967
"1352","AGE60-64","MEX",0.98763
"1353","AGE5-9","COK",1
"1354","AGE60-64","AUS",0.989671
"1355","AGE65-69","MDA",0.95787
"1356","AGE90-94","CUB",0.844195
"1357","AGELT1","BWA",0.956945
"1358","AGE70-74","NRU",0.944
"1359","AGE15-19","THA",0.999
"1360","AGE60-64","ECU",0.989
"1361","AGE10-14","SVN",0.999935
"1362","AGE5-9","UZB",0.999415
"1363","AGE1-4","AZE",0.99696
"1364","AGE80-84","UKR",0.858226
"1365","AGE40-44","LVA",0.993
"1366","AGE80-84","CUB",0.900974
"1367","AGE15-19","CHL",1
"1368","AGE65-69","OMN",0.976668
"1369","AGE55-59","KAZ",0.974171
"1370","AGE60-64","BRA",0.977768
"1371","AGE90-94","SYR",0.685323
"1372","AGE90-94","COG",0.659444
"1373","AGE90-94","UKR",0.71018
"1374","AGE1-4","GHA",0.993896
"1375","AGE35-39","GHA",0.99491
"1376","AGE75-79","MDA",0.920091
"1377","AGELT1","NER",0.898348
"1378","AGE60-64","POL",0.974546
"1379","AGE5-9","KOR",0.999913
"1380","AGE70-74","SWE",0.985144
"1381","AGE15-19","KGZ",0.998878
"1382","AGE35-39","NLD",0.999479
"1383","AGE45-49","LVA",0.992317
"1384","AGE5-9","CHN",0.999645
"1385","AGE55-59","SGP",0.987175
"1386","AGE1-4","COK",0.999
"1387","AGE40-44","MNG",0.991583
"1388","AGE15-19","USA",0.999536
"1389","AGE30-34","COG",0.993938
"1390","AGE70-74","HND",0.977842
"1391","AGE85-89","IDN",0.793201
"1392","AGE10-14","MKD",0.999892
"1393","AGE60-64","SVK",0.967163
"1394","AGELT1","MDG",0.88888
"1395","AGE45-49","BHS",0.995616
"1396","AGE75-79","ERI",0.884131
"1397","AGE95-99","FRA",0.683438
"1398","AGE45-49","GHA",0.991
"1399","AGE5-9","NRU",0.999904
"1400","AGE45-49","KGZ",0.995
"1401","AGE55-59","MEX",0.989247
"1402","AGE80-84","EST",0.895128
"1403","AGELT1","GMB",0.928505
"1404","AGE75-79","LBY",0.921266
"1405","AGE5-9","MOZ",0.995782
"1406","AGE15-19","BLR",0.999227
"1407","AGE20-24","SOM",0.995078
"1408","AGE30-34","TKM",0.994861
"1409","AGE10-14","BRA",0.999744
"1410","AGE85-89","CAN",0.887402
"1411","AGE90-94","AZE",0.766298
"1412","AGE60-64","CRI",0.986669
"1413","AGE90-94","OMN",0.780741
"1414","AGE50-54","PAK",0.991163
"1415","AGE5-9","DZA",0.999527
"1416","AGE45-49","SRB",0.997441
"1417","AGE20-24","SOM",0.996116
"1418","AGE50-54","MDG",0.987701
"1419","AGE85-89","KGZ",0.842023
"1420","AGE20-24","BTN",0.995512
"1421","AGE90-94","MAR",0.700563
"1422","AGE45-49","SLV",0.990423
"1423","AGE1-4","KWT",0.99934
"1424","AGE95-99","THA",0.645
"1425","AGE55-59","DNK",0.990417
"1426","AGE95-99","MNE",0.625873
"1427","AGE45-49","UKR",0.989612
